ticker_or_identifier,name,cik,form_type,filed_at,period_of_report,accession_no,primary_document,primary_doc_description,items,url
0001681348,VivoPower PLC,1681348,6-K,2020-12-23,2020-12-23,0001437749-20-025833,vpip20201223_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920025833/vpip20201223_6k.htm
0001681348,VivoPower PLC,1681348,CORRESP,2020-12-21,,0001437749-20-025749,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920025749/filename1.htm
0001681348,VivoPower PLC,1681348,CORRESP,2020-12-21,,0001437749-20-025730,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920025730/filename1.htm
0001681348,VivoPower PLC,1681348,S-8,2020-12-21,,0001437749-20-025723,vpip20201217_s8.htm,FORM S-8,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920025723/vpip20201217_s8.htm
0001681348,VivoPower PLC,1681348,F-3/A,2020-12-21,,0001437749-20-025720,vpip20201221_f3a.htm,FORM F-3/A,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920025720/vpip20201221_f3a.htm
0001681348,VivoPower PLC,1681348,6-K,2020-12-18,2020-12-18,0001437749-20-025638,vpip20201218_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920025638/vpip20201218_6k.htm
0001681348,VivoPower PLC,1681348,UPLOAD,2020-12-16,,0000000000-20-012107,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000020012107/filename1.pdf
0001681348,VivoPower PLC,1681348,6-K,2020-12-15,2020-12-15,0001437749-20-025343,vpip20201215_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920025343/vpip20201215_6k.htm
0001681348,VivoPower PLC,1681348,F-3,2020-12-11,,0001437749-20-025211,vpip20201207_f3.htm,FORM F-3,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920025211/vpip20201207_f3.htm
0001681348,VivoPower PLC,1681348,6-K,2020-12-01,2020-12-01,0001437749-20-024614,vpip20201201_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920024614/vpip20201201_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-11-23,2020-11-23,0001437749-20-024348,vpip20201123b_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920024348/vpip20201123b_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-11-23,2020-11-23,0001437749-20-024307,vpip20201123_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920024307/vpip20201123_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-11-16,2020-11-16,0001437749-20-023929,vpip20201116_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920023929/vpip20201116_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-11-02,2020-11-02,0001437749-20-022192,vpip20201102_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920022192/vpip20201102_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-10-19,2020-10-19,0001437749-20-021278,vpip20201019_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920021278/vpip20201019_6k.htm
0001681348,VivoPower PLC,1681348,424B4,2020-10-16,,0001437749-20-021239,vpip20201015_424b4.htm,FORM 424B4,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920021239/vpip20201015_424b4.htm
0001681348,VivoPower PLC,1681348,6-K,2020-10-16,2020-10-16,0001437749-20-021204,vpip20201016_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920021204/vpip20201016_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-10-15,2020-10-14,0001437749-20-021151,vpip20201014_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920021151/vpip20201014_6k.htm
0001681348,VivoPower PLC,1681348,EFFECT,2020-10-14,,9999999995-20-002839,xslEFFECTX01/primary_doc.xml,,"F-1,,2020-10-14 17:00:00",https://www.sec.gov/Archives/edgar/data/1681348/999999999520002839/xslEFFECTX01/primary_doc.xml
0001681348,VivoPower PLC,1681348,F-1MEF,2020-10-14,,0001437749-20-021149,vpip20201014_f1mef.htm,FORM F-1MEF,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920021149/vpip20201014_f1mef.htm
0001681348,VivoPower PLC,1681348,CORRESP,2020-10-13,,0001437749-20-021091,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920021091/filename1.htm
0001681348,VivoPower PLC,1681348,CORRESP,2020-10-13,,0001437749-20-021089,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920021089/filename1.htm
0001681348,VivoPower PLC,1681348,F-1/A,2020-10-09,,0001437749-20-021010,vpip20200929_f1a.htm,FORM F-1/A,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920021010/vpip20200929_f1a.htm
0001681348,VivoPower PLC,1681348,6-K,2020-10-09,2020-10-09,0001437749-20-020958,vpip20201009_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920020958/vpip20201009_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-10-06,2020-10-06,0001437749-20-020810,vpip20201006_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920020810/vpip20201006_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-10-06,2020-10-06,0001437749-20-020771,vpip20201005_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920020771/vpip20201005_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-09-28,2020-09-28,0001437749-20-020340,vpip20200928_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920020340/vpip20200928_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-09-21,2020-09-21,0001437749-20-019932,vpip20200920_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920019932/vpip20200920_6k.htm
0001681348,VivoPower PLC,1681348,UPLOAD,2020-09-17,,0000000000-20-008779,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000020008779/filename1.pdf
0001681348,VivoPower PLC,1681348,6-K,2020-09-15,2020-09-15,0001437749-20-019702,vpip20200915_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920019702/vpip20200915_6k.htm
0001681348,VivoPower PLC,1681348,F-1,2020-09-11,,0001437749-20-019641,vpip20200910_f1.htm,FORM F-1,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920019641/vpip20200910_f1.htm
0001681348,VivoPower PLC,1681348,6-K,2020-09-10,2020-09-10,0001437749-20-019539,vpip20200909_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920019539/vpip20200909_6k.htm
0001681348,VivoPower PLC,1681348,20-F,2020-09-08,2020-06-30,0001437749-20-019412,vpip20200630_20f.htm,FORM 20-F,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920019412/vpip20200630_20f.htm
0001681348,VivoPower PLC,1681348,6-K,2020-08-24,2020-08-24,0001437749-20-018553,vpip20200822_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920018553/vpip20200822_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-08-21,2020-08-21,0001437749-20-018507,vpip20200821_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920018507/vpip20200821_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-08-20,2020-08-20,0001437749-20-018419,vpip20200820_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920018419/vpip20200820_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-07-15,2020-07-15,0001437749-20-015150,vpip20200715_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920015150/vpip20200715_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-07-10,2020-07-10,0001437749-20-014979,vpip20200710_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920014979/vpip20200710_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-06-26,2020-06-25,0001437749-20-013902,vpip20200625_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920013902/vpip20200625_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-06-18,2020-06-18,0001437749-20-013427,vpip20200618_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920013427/vpip20200618_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-06-17,2020-06-17,0001437749-20-013282,vpip20200617_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920013282/vpip20200617_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-04-24,2020-04-24,0001437749-20-008391,vpip20200424_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920008391/vpip20200424_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-03-25,2020-03-25,0001437749-20-006061,vpip20200325_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920006061/vpip20200325_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-02-25,2020-02-25,0001437749-20-003442,vpip20200223_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920003442/vpip20200223_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-02-25,2020-02-25,0001437749-20-003441,vpip20200223b_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920003441/vpip20200223b_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2020-02-03,2020-02-03,0001437749-20-001523,vpip20200202_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774920001523/vpip20200202_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2019-09-23,2019-09-23,0001437749-19-018905,vpip20190923_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774919018905/vpip20190923_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2019-09-20,2019-09-20,0001437749-19-018826,vpip20190920_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774919018826/vpip20190920_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2019-08-23,2019-08-23,0001437749-19-017370,vpip20190821_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774919017370/vpip20190821_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2019-08-23,2019-08-23,0001437749-19-017369,vpip20190821b_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774919017369/vpip20190821b_6k.htm
0001681348,VivoPower PLC,1681348,20-F,2019-08-23,2019-06-30,0001437749-19-017368,vpip20200331_20f.htm,FORM 20-F,,https://www.sec.gov/Archives/edgar/data/1681348/000143774919017368/vpip20200331_20f.htm
0001681348,VivoPower PLC,1681348,6-K,2019-07-23,2019-07-23,0001437749-19-014464,vpip20190723_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774919014464/vpip20190723_6k.htm
0001681348,VivoPower PLC,1681348,20-F/A,2019-07-19,2019-03-31,0001437749-19-014288,vpip20190331_20fa.htm,FORM 20-F/A,,https://www.sec.gov/Archives/edgar/data/1681348/000143774919014288/vpip20190331_20fa.htm
0001681348,VivoPower PLC,1681348,20-F,2019-07-12,2019-03-31,0001437749-19-013884,vpip20190331_20f.htm,FORM 20-F,,https://www.sec.gov/Archives/edgar/data/1681348/000143774919013884/vpip20190331_20f.htm
0001681348,VivoPower PLC,1681348,6-K,2019-07-12,2019-07-12,0001437749-19-013883,vpip20190711_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774919013883/vpip20190711_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2019-07-09,2019-07-09,0001437749-19-013691,vpip20190709_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774919013691/vpip20190709_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2019-02-26,2019-02-26,0001437749-19-003333,vpip20190226_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774919003333/vpip20190226_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2018-12-26,2018-12-26,0001437749-18-022564,vpip20181224_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918022564/vpip20181224_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2018-11-26,2018-11-26,0001437749-18-021282,vpip20181126_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918021282/vpip20181126_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2018-11-13,2018-11-13,0001437749-18-020438,vpip20181112b_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918020438/vpip20181112b_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2018-11-13,2018-11-13,0001437749-18-020437,vpip20181112_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918020437/vpip20181112_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2018-10-26,2018-10-26,0001437749-18-018894,vpip20181026_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918018894/vpip20181026_6k.htm
0001681348,VivoPower PLC,1681348,S-8,2018-10-12,,0001437749-18-018250,vpip20181005_s8.htm,FORM S-8,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918018250/vpip20181005_s8.htm
0001681348,VivoPower PLC,1681348,6-K,2018-08-21,2018-08-21,0001437749-18-015899,vpip20180820_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918015899/vpip20180820_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2018-07-26,2018-07-26,0001437749-18-013820,vpip20180726_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918013820/vpip20180726_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2018-07-19,2018-07-18,0001437749-18-013458,vpip20180718b_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918013458/vpip20180718b_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2018-07-18,2018-07-18,0001437749-18-013452,vpip20180718_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918013452/vpip20180718_6k.htm
0001681348,VivoPower PLC,1681348,20-F,2018-07-18,2018-03-31,0001437749-18-013449,vpip20180331_20f.htm,FORM 20-F,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918013449/vpip20180331_20f.htm
0001681348,VivoPower PLC,1681348,UPLOAD,2018-06-21,,0000000000-18-019084,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000018019084/filename1.pdf
0001681348,VivoPower PLC,1681348,6-K,2018-05-29,2018-05-29,0001437749-18-010783,vpip20180528_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918010783/vpip20180528_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2018-05-07,2018-05-07,0001437749-18-008881,vpip20180507_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918008881/vpip20180507_6k.htm
0001681348,VivoPower PLC,1681348,CORRESP,2018-05-07,,0001437749-18-008869,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918008869/filename1.htm
0001681348,VivoPower PLC,1681348,UPLOAD,2018-04-24,,0000000000-18-012603,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000018012603/filename1.pdf
0001681348,VivoPower PLC,1681348,CORRESP,2018-04-03,,0001437749-18-006257,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918006257/filename1.htm
0001681348,VivoPower PLC,1681348,UPLOAD,2018-03-22,,0000000000-18-008707,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000018008707/filename1.pdf
0001681348,VivoPower PLC,1681348,CORRESP,2018-02-28,,0001437749-18-003466,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918003466/filename1.htm
0001681348,VivoPower PLC,1681348,6-K,2018-02-01,2018-01-31,0001437749-18-001430,vpip20180201_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774918001430/vpip20180201_6k.htm
0001681348,VivoPower PLC,1681348,UPLOAD,2018-01-30,,0000000000-18-003257,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000018003257/filename1.pdf
0001681348,VivoPower PLC,1681348,6-K,2017-12-28,2017-12-28,0001437749-17-021245,vpip20171228_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917021245/vpip20171228_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-12-04,2017-12-04,0001437749-17-020096,vpip20171204_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917020096/vpip20171204_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-11-22,2017-11-22,0001437749-17-019710,vpip20171121b_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917019710/vpip20171121b_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-11-22,2017-11-22,0001437749-17-019708,vpip20171121_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917019708/vpip20171121_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-10-05,2017-10-05,0001437749-17-016839,vpip20171004_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917016839/vpip20171004_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-10-05,2017-10-05,0001437749-17-016837,vpip20171004b_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917016837/vpip20171004b_6k.htm
0001681348,VivoPower PLC,1681348,CT ORDER,2017-09-22,,9999999997-17-008866,filename1.pdf,,"20170922,20170922",https://www.sec.gov/Archives/edgar/data/1681348/999999999717008866/filename1.pdf
0001681348,VivoPower PLC,1681348,6-K,2017-09-12,2017-09-11,0001437749-17-015839,vpip20170906_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917015839/vpip20170906_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-09-06,2017-09-05,0001437749-17-015595,vpip20170905_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917015595/vpip20170905_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-08-29,2017-08-29,0001437749-17-015398,vpip20170828_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917015398/vpip20170828_6k.htm
0001681348,VivoPower PLC,1681348,NT 20-F,2017-08-01,2017-03-31,0001437749-17-013459,vpip20170801_nt20f.htm,FORM NT 20-F,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917013459/vpip20170801_nt20f.htm
0001681348,VivoPower PLC,1681348,20-F/A,2017-08-01,2017-03-31,0001437749-17-013436,vpip20170731_20fa.htm,FORM 20-F/A,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917013436/vpip20170731_20fa.htm
0001681348,VivoPower PLC,1681348,20-F,2017-08-01,2017-03-31,0001437749-17-013393,vpip20170729_20f.htm,FORM 20-F,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917013393/vpip20170729_20f.htm
0001681348,VivoPower PLC,1681348,6-K,2017-07-31,2017-07-31,0001437749-17-013392,vpip20170728_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917013392/vpip20170728_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-06-22,2017-06-21,0001437749-17-011651,vpip20170621_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917011651/vpip20170621_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-06-08,2017-06-07,0001437749-17-010902,vpip20170606_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917010902/vpip20170606_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-05-24,2017-05-23,0001437749-17-009941,vpip20170523_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917009941/vpip20170523_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-05-19,2017-05-18,0001437749-17-009592,vpip20170517_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917009592/vpip20170517_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-04-17,2017-04-17,0001437749-17-006650,vpip20170417_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917006650/vpip20170417_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-03-31,2017-03-31,0001437749-17-005664,vpip20170330_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917005664/vpip20170330_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-03-28,2017-03-27,0001437749-17-005349,vpip20170327_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917005349/vpip20170327_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-03-20,2017-03-17,0001437749-17-004870,vpip20170317_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917004870/vpip20170317_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-03-14,2017-03-13,0001437749-17-004439,vpip20170313_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917004439/vpip20170313_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-03-13,2017-03-13,0001437749-17-004344,vpip20170310_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917004344/vpip20170310_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-03-09,2017-03-08,0001437749-17-004085,vpip20170309_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917004085/vpip20170309_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-03-01,2017-02-28,0001437749-17-003467,vpip20170228_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917003467/vpip20170228_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2017-02-23,2017-02-23,0001437749-17-003087,vpip20170223_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917003087/vpip20170223_6k.htm
0001681348,VivoPower PLC,1681348,SC 13D,2017-01-31,,0001437749-17-001381,ail20170130_sc13d.htm,SCHEDULE 13D,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917001381/ail20170130_sc13d.htm
0001681348,VivoPower PLC,1681348,SC 13D,2017-01-09,,0001437749-17-000400,chke20170109_sc13d.htm,SCHEDULE 13D,,https://www.sec.gov/Archives/edgar/data/1681348/000143774917000400/chke20170109_sc13d.htm
0001681348,VivoPower PLC,1681348,6-K,2016-12-29,2016-12-28,0001437749-16-043870,vpip20161228_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774916043870/vpip20161228_6k.htm
0001681348,VivoPower PLC,1681348,CERTNAS,2016-12-28,,9999999997-16-028026,9999999997-16-028026.paper,AUTO-GENERATED PAPER DOCUMENT,,https://www.sec.gov/Archives/edgar/data/1681348/999999999716028026/9999999997-16-028026.paper
0001681348,VivoPower PLC,1681348,8-A12B,2016-12-28,,0001437749-16-043827,vpip20161227_8a12b.htm,FORM 8-A12B,,https://www.sec.gov/Archives/edgar/data/1681348/000143774916043827/vpip20161227_8a12b.htm
0001681348,VivoPower PLC,1681348,EFFECT,2016-11-28,,9999999995-16-006320,xslEFFECTX01/primary_doc.xml,,"F-4,,2016-11-28 16:00:00",https://www.sec.gov/Archives/edgar/data/1681348/999999999516006320/xslEFFECTX01/primary_doc.xml
0001681348,VivoPower PLC,1681348,424B3,2016-11-28,,0001437749-16-042672,vpip20161123_424b3.htm,FORM 424B3,,https://www.sec.gov/Archives/edgar/data/1681348/000143774916042672/vpip20161123_424b3.htm
0001681348,VivoPower PLC,1681348,CORRESP,2016-11-23,,0001437749-16-042587,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774916042587/filename1.htm
0001681348,VivoPower PLC,1681348,F-4/A,2016-11-21,,0001437749-16-042478,vpip20161120b_f4a.htm,FORM F-4/A,,https://www.sec.gov/Archives/edgar/data/1681348/000143774916042478/vpip20161120b_f4a.htm
0001681348,VivoPower PLC,1681348,F-4/A,2016-11-16,,0001437749-16-042203,vpip20161109_f4a.htm,FORM F-4/A,,https://www.sec.gov/Archives/edgar/data/1681348/000143774916042203/vpip20161109_f4a.htm
0001681348,VivoPower PLC,1681348,CORRESP,2016-11-15,,0001437749-16-042205,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774916042205/filename1.htm
0001681348,VivoPower PLC,1681348,UPLOAD,2016-11-07,,0000000000-16-099955,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000016099955/filename1.pdf
0001681348,VivoPower PLC,1681348,CORRESP,2016-10-25,,0001437749-16-040222,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774916040222/filename1.htm
0001681348,VivoPower PLC,1681348,F-4/A,2016-10-25,,0001437749-16-040205,vpip20161021_f4a.htm,FORM F-4/A,,https://www.sec.gov/Archives/edgar/data/1681348/000143774916040205/vpip20161021_f4a.htm
0001681348,VivoPower PLC,1681348,UPLOAD,2016-10-17,,0000000000-16-097327,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000016097327/filename1.pdf
0001681348,VivoPower PLC,1681348,425,2016-10-11,,0001437749-16-039709,vpip20161011_425.htm,FORM 425,,https://www.sec.gov/Archives/edgar/data/1681348/000143774916039709/vpip20161011_425.htm
0001681348,VivoPower PLC,1681348,F-4/A,2016-10-03,,0001437749-16-039344,vpip20160927_f4a.htm,FORM F-4/A,,https://www.sec.gov/Archives/edgar/data/1681348/000143774916039344/vpip20160927_f4a.htm
0001681348,VivoPower PLC,1681348,CORRESP,2016-09-30,,0001437749-16-039345,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774916039345/filename1.htm
0001681348,VivoPower PLC,1681348,UPLOAD,2016-09-20,,0000000000-16-093638,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000016093638/filename1.pdf
0001681348,VivoPower PLC,1681348,F-4,2016-08-24,,0001437749-16-038035,vpip20160802_f4.htm,FORM F-4,,https://www.sec.gov/Archives/edgar/data/1681348/000143774916038035/vpip20160802_f4.htm
0001681348,VivoPower PLC,1681348,425,2016-08-11,,0001437749-16-037190,vpip20160811b_425.htm,FORM 425,,https://www.sec.gov/Archives/edgar/data/1681348/000143774916037190/vpip20160811b_425.htm
0001681348,VivoPower PLC,1681348,425,2016-08-11,,0001437749-16-037188,vpip20160811_425.htm,FORM 425,,https://www.sec.gov/Archives/edgar/data/1681348/000143774916037188/vpip20160811_425.htm
